ID , Source_Name , RA , Dec , z , Rmag , Class , Flux_1GHz , Flux_143GHz , Flux_keV , Flux_Fermi
#id , Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2169 , 5BZQJ0957-0156 , 09 57 27.2 , -01 56 54.59 , 0.86  , 21.3 , QSO RLoud flat radio sp. , 68 , 0 , 0 , 0
2170 , 5BZQJ0957-1350 , 09 57 18.17 , -13 50 01.21 , 1.323  , 17.4 , QSO RLoud flat radio sp. , 362 , 267 , 0.22 , 7e-10
2171 , 5BZQJ0958+4725 , 09 58 19.67 , +47 25 07.78 , 1.882  , 18.5 , QSO RLoud flat radio sp. , 604 , 0 , 0.46 , 3e-10
2172 , 5BZQJ0958+5039 , 09 58 37.8 , +50 39 57.49 , 1.154  , 19.2 , QSO RLoud flat radio sp. , 136 , 0 , 0 , 0
2173 , 5BZQJ0958-4110 , 09 58 38.29 , -41 10 33.2 , 2.934  , 18.3 , QSO RLoud flat radio sp. , 678 , 0 , 0 , 0
2174 , 5BZQJ1001+1015 , 10 01 57.73 , +10 15 49.71 , 1.533  , 18.2 , QSO RLoud flat radio sp. , 306 , 0 , 0 , 0
2175 , 5BZQJ1001+3424 , 10 01 11.94 , +34 24 50.5 , 0.948  , 20.8 , QSO RLoud flat radio sp. , 205 , 0 , 0 , 0
2176 , 5BZQJ1001-4438 , 10 01 59.9 , -44 38 00.59 , 0.837  , 15.9 , QSO RLoud flat radio sp. , 1280 , 0 , 0.46 , 0
2177 , 5BZQJ1002+1216 , 10 02 52.85 , +12 16 14.59 , 0.861  , 20.4 , QSO RLoud flat radio sp. , 201 , 0 , 0.24 , 0
2178 , 5BZQJ1003+3244 , 10 03 57.55 , +32 44 03.51 , 1.686  , 19.2 , QSO RLoud flat radio sp. , 429 , 0 , 0.06 , 0
2179 , 5BZQJ1003+6813 , 10 03 06.77 , +68 13 16.78 , 0.77  , 15.9 , QSO RLoud flat radio sp. , 103 , 0 , 0.38 , 0
2180 , 5BZQJ1004+4626 , 10 04 12.85 , +46 26 22.59 , 2.075  , 19 , QSO RLoud flat radio sp. , 40 , 0 , 0.11 , 0
2181 , 5BZQJ1004-0119 , 10 04 45.53 , -01 19 17.0 , 1.345  , 18.7 , QSO RLoud flat radio sp. , 54 , 0 , 0 , 0
2182 , 5BZQJ1006+0509 , 10 06 37.61 , +05 09 54.0 , 1.216  , 21.3 , QSO RLoud flat radio sp. , 173 , 0 , 0.24 , 0
2183 , 5BZQJ1006-2159 , 10 06 46.4 , -21 59 20.4 , 0.33  , 16.3 , QSO RLoud flat radio sp. , 231 , 0 , 0.44 , 9e-10
2184 , 5BZQJ1006-7409 , 10 06 04.14 , -74 09 44.1 , 2.242  , 19.9 , QSO RLoud flat radio sp. , 318 , 0 , 0 , 0
2185 , 5BZQJ1007+1356 , 10 07 41.5 , +13 56 29.61 , 2.715  , 18.5 , QSO RLoud flat radio sp. , 937 , 0 , 0 , 0
2186 , 5BZQJ1007+5802 , 10 07 24.88 , +58 02 03.51 , 3.35  , 17.4 , QSO RLoud flat radio sp. , 186 , 0 , 0 , 0
2187 , 5BZQJ1007-0207 , 10 07 04.34 , -02 07 10.88 , 1.212  , 19.3 , QSO RLoud flat radio sp. , 449 , 0 , 0 , 0
2188 , 5BZQJ1007-1247 , 10 07 15.23 , -12 47 45.99 , 2.123  , 18.1 , QSO RLoud flat radio sp. , 382 , 0 , 0 , 0
2189 , 5BZQJ1007-3333 , 10 07 31.38 , -33 33 06.69 , 1.837  , 18.7 , QSO RLoud flat radio sp. , 390 , 0 , 0.15 , 0
2190 , 5BZQJ1008+0416 , 10 08 13.14 , +04 16 39.68 , 2.055  , 19.5 , QSO RLoud flat radio sp. , 21 , 0 , 0.23 , 0
2191 , 5BZQJ1008+4400 , 10 08 21.56 , +44 00 16.48 , 1.187  , 19 , QSO RLoud flat radio sp. , 47 , 0 , 0.13 , 0
2192 , 5BZQJ1010+3330 , 10 10 51.83 , +33 30 17.78 , 2.067  , 19.6 , QSO RLoud flat radio sp. , 279 , 0 , 0 , 0
2193 , 5BZQJ1010+8250 , 10 10 15.78 , +82 50 14.38 , 0.322  , 17.2 , QSO RLoud flat radio sp. , 504 , 0 , 0.73 , 0
2194 , 5BZQJ1010-0200 , 10 10 51.66 , -02 00 19.58 , 0.887  , 18.7 , QSO RLoud flat radio sp. , 686 , 0 , 0.68 , 6e-10
2195 , 5BZQJ1011+4700 , 10 11 22.59 , +47 00 42.19 , 2.928  , 19.1 , QSO RLoud flat radio sp. , 27 , 0 , 0.18 , 0
2196 , 5BZQJ1011-0423 , 10 11 30.24 , -04 23 27.7 , 1.588  , 18 , QSO RLoud flat radio sp. , 159 , 0 , 0.09 , 0
2197 , 5BZQJ1011-3223 , 10 11 56.2 , -32 23 36.09 , 1.742  , 16.7 , QSO RLoud flat radio sp. , 152 , 0 , 0 , 0
2198 , 5BZQJ1012+2312 , 10 12 16.38 , +23 12 14.61 , 0.748  , 20.2 , QSO RLoud flat radio sp. , 147 , 0 , 0.35 , 0
2199 , 5BZQJ1012+2439 , 10 12 41.38 , +24 39 23.4 , 1.805  , 19.6 , QSO RLoud flat radio sp. , 103 , 0 , 0.14 , 4.3e-9
2200 , 5BZQJ1012-3304 , 10 12 05.88 , -33 04 15.99 , 1.745  , 18.4 , QSO RLoud flat radio sp. , 214 , 0 , 0 , 0
2201 , 5BZQJ1012-3740 , 10 12 24.06 , -37 40 05.91 , 0.499  , 0 , QSO RLoud flat radio sp. , 141 , 0 , 0.51 , 0
2202 , 5BZQJ1012-4259 , 10 12 36.94 , -42 59 05.31 , 2.954  , 19.7 , QSO RLoud flat radio sp. , 632 , 0 , 0.26 , 6e-10
2203 , 5BZQJ1013+2449 , 10 13 53.43 , +24 49 16.39 , 1.636  , 16.3 , QSO RLoud flat radio sp. , 483 , 0 , 0.62 , 4.3e-9
2204 , 5BZQJ1013+3445 , 10 13 49.61 , +34 45 50.79 , 1.414  , 18.8 , QSO RLoud flat radio sp. , 356 , 0 , 0 , 4e-10
2205 , 5BZQJ1014+2301 , 10 14 47.06 , +23 01 16.6 , 0.566  , 17.5 , QSO RLoud flat radio sp. , 1096 , 334 , 0.54 , 5e-10
2206 , 5BZQJ1015+0109 , 10 15 57.06 , +01 09 13.71 , 0.78  , 16.7 , QSO RLoud flat radio sp. , 129 , 0 , 0.96 , 0
2207 , 5BZQJ1015+5551 , 10 15 44.41 , +55 51 00.5 , 0.677  , 19.5 , QSO RLoud flat radio sp. , 133 , 0 , 0 , 2e-10
2208 , 5BZQJ1015-1952 , 10 15 52.25 , -19 52 26.61 , 1.081  , 17.9 , QSO RLoud flat radio sp. , 135 , 0 , 0 , 0
2209 , 5BZQJ1016+0513 , 10 16 03.13 , +05 13 02.31 , 1.714  , 18.9 , QSO RLoud flat radio sp. , 402 , 0 , 0.16 , 4.4e-9
2210 , 5BZQJ1016+2037 , 10 16 44.32 , +20 37 47.31 , 3.119  , 19 , QSO RLoud flat radio sp. , 727 , 0 , 0.17 , 0
2211 , 5BZQJ1017+6116 , 10 17 25.88 , +61 16 27.51 , 2.805  , 18.1 , QSO RLoud flat radio sp. , 404 , 0 , 0.21 , 0
2212 , 5BZQJ1018+0530 , 10 18 27.84 , +05 30 29.98 , 1.944  , 19 , QSO RLoud flat radio sp. , 278 , 0 , 0 , 8e-10
2213 , 5BZQJ1018+3542 , 10 18 10.98 , +35 42 39.38 , 1.229  , 17.9 , QSO RLoud flat radio sp. , 616 , 0 , 0.26 , 2e-10
2214 , 5BZQJ1018-3123 , 10 18 28.74 , -31 23 53.8 , 0.794  , 17.6 , QSO RLoud flat radio sp. , 379 , 398 , 0.24 , 6e-10
2215 , 5BZQJ1019-0024 , 10 19 56.75 , -00 24 09.79 , 1.13  , 16.4 , QSO RLoud flat radio sp. , 13 , 0 , 0 , 0
2216 , 5BZQJ1021+3437 , 10 21 17.46 , +34 37 21.68 , 1.4  , 17.4 , QSO RLoud flat radio sp. , 457 , 0 , 0 , 0
2217 , 5BZQJ1022+3931 , 10 22 37.42 , +39 31 50.48 , 0.605  , 17.2 , QSO RLoud flat radio sp. , 92 , 0 , 0.42 , 6e-10
2218 , 5BZQJ1022+4239 , 10 22 13.13 , +42 39 25.59 , 0.991  , 21.2 , QSO RLoud flat radio sp. , 186 , 0 , 0 , 0
2219 , 5BZQJ1023+2649 , 10 23 11.09 , +26 49 41.7 , 2.79  , 20.5 , QSO RLoud flat radio sp. , 165 , 0 , 0 , 0
2220 , 5BZQJ1023+2856 , 10 23 24.05 , +28 56 51.0 , 0.671  , 20.7 , QSO RLoud flat radio sp. , 140 , 0 , 0 , 0
2221 , 5BZQJ1023+3948 , 10 23 11.57 , +39 48 15.4 , 1.255  , 18 , QSO RLoud flat radio sp. , 1123 , 0 , 0.47 , 6e-10
2222 , 5BZQJ1023+3953 , 10 23 33.49 , +39 53 12.69 , 1.333  , 18 , QSO RLoud flat radio sp. , 61 , 0 , 0 , 6e-10
2223 , 5BZQJ1024+1912 , 10 24 44.81 , +19 12 20.41 , 0.828  , 18 , QSO RLoud flat radio sp. , 681 , 0 , 0.68 , 0
2224 , 5BZQJ1024-3234 , 10 24 00.41 , -32 34 16.1 , 1.568  , 18.3 , QSO RLoud flat radio sp. , 469 , 217 , 0 , 4e-10
2225 , 5BZQJ1025+1253 , 10 25 56.28 , +12 53 48.98 , 0.663  , 19.5 , QSO RLoud flat radio sp. , 540 , 639 , 0.33 , 0
2226 , 5BZQJ1025+4143 , 10 25 04.2 , +41 43 32.41 , 0.682  , 18.6 , QSO RLoud flat radio sp. , 10 , 0 , 0.63 , 0
2227 , 5BZQJ1025-0509 , 10 25 45.41 , -05 09 54.1 , 1.126  , 19.8 , QSO RLoud flat radio sp. , 190 , 0 , 0 , 0
2228 , 5BZQJ1026+2542 , 10 26 23.62 , +25 42 59.39 , 5.285  , 21.9 , QSO RLoud flat radio sp. , 257 , 0 , 0 , 0
2229 , 5BZQJ1027+4803 , 10 27 13.07 , +48 03 13.5 , 1.286  , 19 , QSO RLoud flat radio sp. , 242 , 0 , 0.13 , 0
2230 , 5BZQJ1028+0255 , 10 28 20.39 , +02 55 22.4 , 0.715  , 20.8 , QSO RLoud flat radio sp. , 284 , 0 , 0 , 0
2231 , 5BZQJ1028-0100 , 10 28 37.01 , -01 00 27.5 , 1.531  , 18.1 , QSO RLoud flat radio sp. , 141 , 0 , 0 , 0
2232 , 5BZQJ1028-0236 , 10 28 34.02 , -02 36 59.61 , 0.47  , 18.8 , QSO RLoud flat radio sp. , 87 , 625 , 0.23 , 0
2233 , 5BZQJ1028-0844 , 10 28 38.8 , -08 44 38.5 , 4.276  , 19.6 , QSO RLoud flat radio sp. , 270 , 0 , 0.36 , 0
2234 , 5BZQJ1029-1852 , 10 29 33.1 , -18 52 50.3 , 1.784  , 18.7 , QSO RLoud flat radio sp. , 376 , 0 , 0 , 0
2235 , 5BZQJ1031+6020 , 10 31 44.75 , +60 20 30.4 , 1.23  , 18 , QSO RLoud flat radio sp. , 321 , 240 , 0.37 , 0
2236 , 5BZQJ1032+6051 , 10 32 53.95 , +60 51 27.61 , 1.064  , 20.3 , QSO RLoud flat radio sp. , 68 , 0 , 0.1 , 4.2e-9
2237 , 5BZQJ1032-1400 , 10 32 06.23 , -14 00 19.51 , 1.039  , 18 , QSO RLoud flat radio sp. , 196 , 0 , 0.16 , 0
2238 , 5BZQJ1033+3935 , 10 33 22.06 , +39 35 51.1 , 1.095  , 21.5 , QSO RLoud flat radio sp. , 401 , 0 , 0 , 0
2239 , 5BZQJ1033+4116 , 10 33 03.71 , +41 16 06.2 , 1.117  , 19.1 , QSO RLoud flat radio sp. , 474 , 1014 , 0.57 , 1.1e-9
2240 , 5BZQJ1033+6051 , 10 33 51.42 , +60 51 07.3 , 1.401  , 18.5 , QSO RLoud flat radio sp. , 462 , 746 , 0.91 , 4.2e-9
2241 , 5BZQJ1035+3756 , 10 35 51.17 , +37 56 41.71 , 1.51  , 17 , QSO RLoud flat radio sp. , 53 , 0 , 0 , 0
2242 , 5BZQJ1035+5652 , 10 35 06.01 , +56 52 58.0 , 1.855  , 20.1 , QSO RLoud flat radio sp. , 333 , 0 , 0.03 , 0
2243 , 5BZQJ1035-2011 , 10 35 02.15 , -20 11 34.4 , 2.198  , 18.4 , QSO RLoud flat radio sp. , 915 , 558 , 0.42 , 0
2244 , 5BZQJ1036+1440 , 10 36 03.71 , +14 40 45.01 , 1.373  , 21.5 , QSO RLoud flat radio sp. , 117 , 0 , 0 , 0
2245 , 5BZQJ1036+2203 , 10 36 32.98 , +22 03 12.2 , 0.594  , 18.9 , QSO RLoud flat radio sp. , 261 , 334 , 0.38 , 0
2246 , 5BZQJ1036-0605 , 10 36 47.57 , -06 05 41.2 , 1.05  , 20.8 , QSO RLoud flat radio sp. , 144 , 0 , 0 , 0
2247 , 5BZQJ1036-3744 , 10 36 53.44 , -37 44 15.1 , 1.821  , 19 , QSO RLoud flat radio sp. , 329 , 354 , 0.28 , 0
2248 , 5BZQJ1037+0424 , 10 37 39.34 , +04 24 01.69 , 2.328  , 19.8 , QSO RLoud flat radio sp. , 166 , 0 , 0 , 0
2249 , 5BZQJ1037-2823 , 10 37 42.46 , -28 23 04.09 , 1.066  , 18.6 , QSO RLoud flat radio sp. , 409 , 0 , 0.17 , 1e-9
2250 , 5BZQJ1037-2934 , 10 37 16.08 , -29 34 02.78 , 0.312  , 17.5 , QSO RLoud flat radio sp. , 1113 , 889 , 0.83 , 0
2251 , 5BZQJ1038+0512 , 10 38 46.78 , +05 12 29.08 , 0.473  , 19.1 , QSO RLoud flat radio sp. , 640 , 443 , 0.35 , 0
2252 , 5BZQJ1038-4325 , 10 38 14.7 , -43 25 45.91 , 1.356  , 18.7 , QSO RLoud flat radio sp. , 534 , 0 , 0 , 0
2253 , 5BZQJ1039-1541 , 10 39 06.71 , -15 41 06.68 , 0.525  , 18.5 , QSO RLoud flat radio sp. , 450 , 425 , 0 , 0
2254 , 5BZQJ1041+0610 , 10 41 17.15 , +06 10 16.89 , 1.264  , 16.9 , QSO RLoud flat radio sp. , 1406 , 425 , 1.71 , 1.1e-9
2255 , 5BZQJ1041+5233 , 10 41 46.78 , +52 33 28.18 , 0.678  , 16.7 , QSO RLoud flat radio sp. , 698 , 0 , 0.6 , 0
2256 , 5BZQJ1041-4740 , 10 41 44.63 , -47 40 00.08 , 2.558  , 17.2 , QSO RLoud flat radio sp. , 0 , 0 , 0.25 , 0
2257 , 5BZQJ1042-4143 , 10 42 44.4 , -41 43 25.89 , 0.431  , 16.8 , QSO RLoud flat radio sp. , 69 , 0 , 0.98 , 0
2258 , 5BZQJ1043+2408 , 10 43 09.04 , +24 08 35.41 , 0.56  , 17.2 , QSO RLoud flat radio sp. , 325 , 519 , 0.77 , 1e-9
2259 , 5BZQJ1044+2959 , 10 44 06.34 , +29 59 00.99 , 2.983  , 19 , QSO RLoud flat radio sp. , 41 , 0 , 0 , 0
2260 , 5BZQJ1044+5322 , 10 44 10.67 , +53 22 20.49 , 1.901  , 19.4 , QSO RLoud flat radio sp. , 491 , 0 , 0.33 , 0
2261 , 5BZQJ1044+6037 , 10 44 18.2 , +60 37 01.81 , 1.05  , 19 , QSO RLoud flat radio sp. , 18 , 0 , 0.25 , 0
2262 , 5BZQJ1044+8054 , 10 44 23.05 , +80 54 39.38 , 1.254  , 17.9 , QSO RLoud flat radio sp. , 828 , 516 , 0.74 , 5e-10
2263 , 5BZQJ1045+0624 , 10 45 52.73 , +06 24 36.5 , 1.509  , 17.6 , QSO RLoud flat radio sp. , 157 , 0 , 0.2 , 0
2264 , 5BZQJ1046+5354 , 10 46 24.04 , +53 54 26.2 , 1.71  , 19.5 , QSO RLoud flat radio sp. , 156 , 0 , 0.13 , 0
2265 , 5BZQJ1047+2635 , 10 47 36.68 , +26 35 27.49 , 0.99  , 19.4 , QSO RLoud flat radio sp. , 41 , 0 , 0 , 0
2266 , 5BZQJ1047+4835 , 10 47 32.27 , +48 35 30.91 , 0.866  , 18.6 , QSO RLoud flat radio sp. , 66 , 0 , 0.2 , 0
2267 , 5BZQJ1047-1308 , 10 47 03.93 , -13 08 32.38 , 1.288  , 17 , QSO RLoud flat radio sp. , 309 , 0 , 0 , 0
2268 , 5BZQJ1048-1909 , 10 48 06.61 , -19 09 35.71 , 0.595  , 18 , QSO RLoud flat radio sp. , 1156 , 501 , 0.69 , 0
2269 , 5BZQJ1049+3737 , 10 49 09.83 , +37 37 59.01 , 2.987  , 18.1 , QSO RLoud flat radio sp. , 53 , 0 , 0 , 0
2270 , 5BZQJ1049-2231 , 10 49 21.87 , -22 31 07.5 , 1.609  , 19.7 , QSO RLoud flat radio sp. , 232 , 0 , 0 , 0
2271 , 5BZQJ1050+0432 , 10 50 10.06 , +04 32 48.98 , 1.216  , 18.2 , QSO RLoud flat radio sp. , 102 , 208 , 0 , 0
2272 , 5BZQJ1050+3430 , 10 50 58.12 , +34 30 10.9 , 2.52 ?  , 20.5 , QSO RLoud flat radio sp. , 554 , 0 , 0.11 , 0
2273 , 5BZQJ1050-3517 , 10 50 53.41 , -35 17 44.91 , 2.971  , 19.5 , QSO RLoud flat radio sp. , 177 , 0 , 0 , 0
2274 , 5BZQJ1051+2027 , 10 51 01.37 , +20 27 20.01 , 1.036  , 19.4 , QSO RLoud flat radio sp. , 106 , 0 , 0 , 0
2275 , 5BZQJ1051+2119 , 10 51 48.78 , +21 19 52.28 , 1.3  , 18.4 , QSO RLoud flat radio sp. , 1254 , 0 , 0.32 , 0
2276 , 5BZQJ1051-3138 , 10 51 04.78 , -31 38 14.31 , 1.429  , 19.2 , QSO RLoud flat radio sp. , 1199 , 0 , 0 , 0
2277 , 5BZQJ1053+5401 , 10 53 57.05 , +54 01 49.0 , 0.995  , 18.9 , QSO RLoud flat radio sp. , 266 , 0 , 0.23 , 0
2278 , 5BZQJ1053-0014 , 10 53 42.22 , -00 14 20.18 , 0.676  , 19.8 , QSO RLoud flat radio sp. , 47 , 0 , 0.19 , 0
2279 , 5BZQJ1054+3855 , 10 54 31.9 , +38 55 21.68 , 1.363  , 17.2 , QSO RLoud flat radio sp. , 62 , 0 , 0.63 , 0
2280 , 5BZQJ1054-0713 , 10 54 41.0 , -07 13 26.18 , 1.618  , 19.8 , QSO RLoud flat radio sp. , 114 , 0 , 0 , 0
2281 , 5BZQJ1056+7011 , 10 56 53.62 , +70 11 45.88 , 2.492  , 19.1 , QSO RLoud flat radio sp. , 311 , 876 , 0.51 , 6e-10
2282 , 5BZQJ1057-2342 , 10 57 24.42 , -23 42 01.69 , 1.125  , 20.8 , QSO RLoud flat radio sp. , 141 , 0 , 0 , 0
2283 , 5BZQJ1057-2433 , 10 57 55.4 , -24 33 48.88 , 1.086  , 18.7 , QSO RLoud flat radio sp. , 1106 , 0 , 0 , 0
2284 , 5BZQJ1057-2509 , 10 57 54.12 , -25 09 29.08 , 0.593  , 19 , QSO RLoud flat radio sp. , 333 , 0 , 0.51 , 0
2285 , 5BZQJ1058+1951 , 10 58 17.89 , +19 51 50.9 , 1.116  , 16.9 , QSO RLoud flat radio sp. , 2143 , 0 , 1.21 , 0
2286 , 5BZQJ1058+8114 , 10 58 11.53 , +81 14 32.71 , 0.706  , 18.7 , QSO RLoud flat radio sp. , 240 , 556 , 0.26 , 8e-10
2287 , 5BZQJ1058-0309 , 10 58 11.01 , -03 09 27.28 , 0.708  , 22 , QSO RLoud flat radio sp. , 449 , 0 , 0 , 0
2288 , 5BZQJ1058-3024 , 10 58 00.42 , -30 24 55.0 , 2.523  , 18.7 , QSO RLoud flat radio sp. , 261 , 0 , 0.2 , 0
2289 , 5BZQJ1059+2057 , 10 59 39.04 , +20 57 21.99 , 0.392  , 19 , QSO RLoud flat radio sp. , 121 , 0 , 0 , 0
2290 , 5BZQJ1100-4249 , 11 00 50.21 , -42 49 14.69 , 3.56  , 18.9 , QSO RLoud flat radio sp. , 157 , 0 , 0.32 , 0
2291 , 5BZQJ1101+6241 , 11 01 53.45 , +62 41 50.6 , 0.663  , 18.7 , QSO RLoud flat radio sp. , 727 , 0 , 0.56 , 0
2292 , 5BZQJ1101+7225 , 11 01 48.81 , +72 25 37.09 , 1.462  , 17.1 , QSO RLoud flat radio sp. , 1245 , 417 , 0.6 , 0
2293 , 5BZQJ1102+2757 , 11 02 14.28 , +27 57 08.71 , 1.861  , 19.2 , QSO RLoud flat radio sp. , 236 , 0 , 0 , 0
2294 , 5BZQJ1102+5941 , 11 02 42.76 , +59 41 18.88 , 1.83  , 17.1 , QSO RLoud flat radio sp. , 352 , 0 , 0 , 0
2295 , 5BZQJ1102-4404 , 11 02 04.82 , -44 04 22.9 , 0.763  , 18.9 , QSO RLoud flat radio sp. , 108 , 518 , 0 , 0
2296 , 5BZQJ1103+3014 , 11 03 13.3 , +30 14 42.68 , 0.384  , 18.3 , QSO RLoud flat radio sp. , 165 , 0 , 0.56 , 0
2297 , 5BZQJ1103-3251 , 11 03 31.53 , -32 51 16.7 , 0.355  , 16.4 , QSO RLoud flat radio sp. , 898 , 0 , 2 , 0
2298 , 5BZQJ1104+6038 , 11 04 53.69 , +60 38 55.28 , 1.363  , 19.2 , QSO RLoud flat radio sp. , 151 , 0 , 0.11 , 0
2299 , 5BZQJ1104-2431 , 11 04 46.18 , -24 31 25.78 , 1.666  , 19.1 , QSO RLoud flat radio sp. , 586 , 0 , 0 , 0
2300 , 5BZQJ1105+0202 , 11 05 38.99 , +02 02 57.51 , 0.106  , 16 , QSO RLoud flat radio sp. , 254 , 0 , 0.67 , 0
2301 , 5BZQJ1105-1813 , 11 05 19.12 , -18 13 13.29 , 0.578  , 19.5 , QSO RLoud flat radio sp. , 22 , 0 , 0.07 , 0
2302 , 5BZQJ1105-3928 , 11 05 11.08 , -39 28 42.09 , 1.611  , 18.8 , QSO RLoud flat radio sp. , 293 , 0 , 0 , 0
2303 , 5BZQJ1106+2812 , 11 06 07.25 , +28 12 47.08 , 0.844  , 18.1 , QSO RLoud flat radio sp. , 225 , 356 , 0.37 , 9e-10
2304 , 5BZQJ1107+5219 , 11 07 25.82 , +52 19 31.58 , 0.944  , 18.4 , QSO RLoud flat radio sp. , 183 , 0 , 0 , 0
2305 , 5BZQJ1107+7232 , 11 07 41.71 , +72 32 35.98 , 2.1  , 18.4 , QSO RLoud flat radio sp. , 370 , 0 , 0.09 , 0
2306 , 5BZQJ1107-3043 , 11 07 44.13 , -30 43 34.89 , 0.74  , 19.6 , QSO RLoud flat radio sp. , 351 , 0 , 0.5 , 0
2307 , 5BZQJ1107-4449 , 11 07 08.69 , -44 49 07.6 , 1.598  , 16.8 , QSO RLoud flat radio sp. , 2595 , 1249 , 0.73 , 9e-10
2308 , 5BZQJ1108+0811 , 11 08 37.51 , +08 11 01.1 , 1.123  , 21.5 , QSO RLoud flat radio sp. , 115 , 0 , 0 , 0
2309 , 5BZQJ1108+4330 , 11 08 23.47 , +43 30 53.71 , 1.226  , 19.4 , QSO RLoud flat radio sp. , 300 , 0 , 0 , 0
2310 , 5BZQJ1110+4403 , 11 10 46.34 , +44 03 25.88 , 1.693  , 20 , QSO RLoud flat radio sp. , 293 , 0 , 0 , 0
2311 , 5BZQJ1111+1530 , 11 11 18.54 , +15 30 33.19 , 0.525  , 18.9 , QSO RLoud flat radio sp. , 36 , 0 , 0.3 , 0
2312 , 5BZQJ1111+5227 , 11 11 05.87 , +52 27 49.1 , 1.28  , 17.7 , QSO RLoud flat radio sp. , 115 , 0 , 0.12 , 0
2313 , 5BZQJ1112+3446 , 11 12 38.76 , +34 46 39.1 , 1.956  , 19.3 , QSO RLoud flat radio sp. , 166 , 383 , 0.26 , 1.7e-9
2314 , 5BZQJ1112-3745 , 11 12 36.81 , -37 45 45.21 , 0.979  , 17.4 , QSO RLoud flat radio sp. , 85 , 0 , 0.33 , 0
2315 , 5BZQJ1113+1442 , 11 13 58.69 , +14 42 26.99 , 0.869  , 17.5 , QSO RLoud flat radio sp. , 642 , 0 , 0.94 , 0
2316 , 5BZQJ1113-3549 , 11 13 01.48 , -35 49 48.28 , 1.695  , 19 , QSO RLoud flat radio sp. , 319 , 0 , 0 , 0
2317 , 5BZQJ1114-0247 , 11 14 39.65 , -02 47 31.59 , 1.04  , 19.2 , QSO RLoud flat radio sp. , 187 , 0 , 0 , 0
2318 , 5BZQJ1114-0816 , 11 14 32.54 , -08 16 38.99 , 2.078  , 20.9 , QSO RLoud flat radio sp. , 370 , 0 , 0 , 0
2319 , 5BZQJ1118+1234 , 11 18 57.3 , +12 34 41.7 , 2.129  , 18.5 , QSO RLoud flat radio sp. , 1112 , 0 , 0.45 , 0
2320 , 5BZQJ1118-1232 , 11 18 17.14 , -12 32 54.31 , 1.739  , 18.2 , QSO RLoud flat radio sp. , 776 , 431 , 0.35 , 0
2321 , 5BZQJ1118-3054 , 11 18 20.61 , -30 54 58.5 , 2.353  , 17.6 , QSO RLoud flat radio sp. , 234 , 0 , 0.11 , 0
2322 , 5BZQJ1118-4634 , 11 18 26.95 , -46 34 14.98 , 0.713  , 16.5 , QSO RLoud flat radio sp. , 2570 , 625 , 0.96 , 6e-10
2323 , 5BZQJ1119+0410 , 11 19 42.82 , +04 10 27.91 , 0.736  , 20.9 , QSO RLoud flat radio sp. , 303 , 0 , 0.27 , 0
2324 , 5BZQJ1119+1656 , 11 19 52.43 , +16 56 56.9 , 0.949  , 19.1 , QSO RLoud flat radio sp. , 82 , 0 , 0.47 , 0
2325 , 5BZQJ1119+6004 , 11 19 14.34 , +60 04 57.21 , 2.646  , 17.1 , QSO RLoud flat radio sp. , 218 , 0 , 0.17 , 0
2326 , 5BZQJ1120+0704 , 11 20 38.44 , +07 04 47.09 , 1.336  , 20.6 , QSO RLoud flat radio sp. , 242 , 0 , 0.09 , 9e-10
2327 , 5BZQJ1120+5404 , 11 20 23.3 , +54 04 28.7 , 0.924  , 18.9 , QSO RLoud flat radio sp. , 269 , 0 , 0.17 , 0
2328 , 5BZQJ1120-1420 , 11 20 55.56 , -14 20 29.9 , 1.114  , 17.1 , QSO RLoud flat radio sp. , 350 , 0 , 0 , 0
2329 , 5BZQJ1120-2719 , 11 20 16.19 , -27 19 06.38 , 1.881  , 18.2 , QSO RLoud flat radio sp. , 474 , 0 , 0 , 0
2330 , 5BZQJ1121-0442 , 11 21 43.11 , -04 42 36.1 , 1.73  , 19.4 , QSO RLoud flat radio sp. , 149 , 0 , 0 , 0
2331 , 5BZQJ1121-0553 , 11 21 25.11 , -05 53 56.39 , 1.297  , 17.6 , QSO RLoud flat radio sp. , 588 , 664 , 0.35 , 3.9e-9
2332 , 5BZQJ1121-1722 , 11 21 20.81 , -17 22 40.8 , 0.986  , 16.8 , QSO RLoud flat radio sp. , 44 , 0 , 0 , 0
2333 , 5BZQJ1122+1805 , 11 22 29.7 , +18 05 26.3 , 1.04  , 17.3 , QSO RLoud flat radio sp. , 693 , 0 , 0.29 , 0
2334 , 5BZQJ1122-2532 , 11 22 05.74 , -25 32 33.79 , 2.36  , 18 , QSO RLoud flat radio sp. , 246 , 0 , 0 , 0
2335 , 5BZQJ1124+2336 , 11 24 02.7 , +23 36 45.89 , 1.549  , 20.1 , QSO RLoud flat radio sp. , 525 , 390 , 0.19 , 6e-10
2336 , 5BZQJ1124-1501 , 11 24 02.57 , -15 01 58.9 , 2.561  , 19.7 , QSO RLoud flat radio sp. , 262 , 0 , 0 , 0
2337 , 5BZQJ1125+0001 , 11 25 42.3 , +00 01 01.41 , 1.696  , 17.6 , QSO RLoud flat radio sp. , 32 , 0 , 0 , 0
